"County","FIPS","Year","Race","Type","Measure Type","Variable","Value"
"Fairfield County","09001","2009-2013","All","Infant","Number","Fetal Mortality",217
"Fairfield County","09001","2009-2013","All","Infant","Rate","Fetal Mortality",4.2
"Fairfield County","09001","2009-2013","All","Neonatal","Number","Fetal Mortality",165
"Fairfield County","09001","2009-2013","All","Neonatal","Rate","Fetal Mortality",3.2
"Fairfield County","09001","2009-2013","All","Postneonatal","Number","Fetal Mortality",52
"Fairfield County","09001","2009-2013","All","Postneonatal","Rate","Fetal Mortality",1
"Fairfield County","09001","2009-2013","Black or African American","Fetal","Number","Fetal Mortality",78
"Fairfield County","09001","2009-2013","Black or African American","Infant","Number","Fetal Mortality",71
"Fairfield County","09001","2009-2013","Hispanic or Latino","Fetal","Number","Fetal Mortality",70
"Fairfield County","09001","2009-2013","Hispanic or Latino","Infant","Number","Fetal Mortality",84
"Fairfield County","09001","2009-2013","Other","Fetal","Number","Fetal Mortality",25
"Fairfield County","09001","2009-2013","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2009-2013","White","Fetal","Number","Fetal Mortality",164
"Fairfield County","09001","2009-2013","White","Infant","Number","Fetal Mortality",126
"Fairfield County","09001","2010-2014","All","Fetal","Number","Fetal Mortality",279
"Fairfield County","09001","2010-2014","All","Fetal","Rate","Fetal Mortality",5.5
"Fairfield County","09001","2010-2014","All","Infant","Number","Fetal Mortality",207
"Fairfield County","09001","2010-2014","All","Infant","Rate","Fetal Mortality",4
"Fairfield County","09001","2010-2014","All","Neonatal","Number","Fetal Mortality",159
"Fairfield County","09001","2010-2014","All","Neonatal","Rate","Fetal Mortality",3.1
"Fairfield County","09001","2010-2014","All","Postneonatal","Number","Fetal Mortality",48
"Fairfield County","09001","2010-2014","All","Postneonatal","Rate","Fetal Mortality",0.9
"Fairfield County","09001","2010-2014","Black or African American","Fetal","Number","Fetal Mortality",80
"Fairfield County","09001","2010-2014","Black or African American","Infant","Number","Fetal Mortality",69
"Fairfield County","09001","2010-2014","Hispanic or Latino","Fetal","Number","Fetal Mortality",68
"Fairfield County","09001","2010-2014","Hispanic or Latino","Infant","Number","Fetal Mortality",84
"Fairfield County","09001","2010-2014","Other","Fetal","Number","Fetal Mortality",24
"Fairfield County","09001","2010-2014","Other","Infant","Number","Fetal Mortality",6
"Fairfield County","09001","2010-2014","White","Fetal","Number","Fetal Mortality",174
"Fairfield County","09001","2010-2014","White","Infant","Number","Fetal Mortality",114
"Hartford County","09003","1999-2003","All","Fetal","Number","Fetal Mortality",266
"Hartford County","09003","1999-2003","All","Fetal","Rate","Fetal Mortality",5
"Hartford County","09003","1999-2003","All","Infant","Number","Fetal Mortality",371
"Hartford County","09003","1999-2003","All","Infant","Rate","Fetal Mortality",7
"Hartford County","09003","1999-2003","All","Neonatal","Number","Fetal Mortality",295
"Hartford County","09003","1999-2003","All","Neonatal","Rate","Fetal Mortality",5.6
"Hartford County","09003","1999-2003","All","Postneonatal","Number","Fetal Mortality",76
"Hartford County","09003","1999-2003","All","Postneonatal","Rate","Fetal Mortality",1.4
"Hartford County","09003","1999-2003","Black or African American","Fetal","Number","Fetal Mortality",73
"Hartford County","09003","1999-2003","Black or African American","Infant","Number","Fetal Mortality",121
"Hartford County","09003","1999-2003","Hispanic or Latino","Fetal","Number","Fetal Mortality",68
"Hartford County","09003","1999-2003","Hispanic or Latino","Infant","Number","Fetal Mortality",79
"Hartford County","09003","1999-2003","Other","Fetal","Number","Fetal Mortality",10
"Hartford County","09003","1999-2003","Other","Infant","Number","Fetal Mortality",9
"Hartford County","09003","1999-2003","White","Fetal","Number","Fetal Mortality",181
"Hartford County","09003","1999-2003","White","Infant","Number","Fetal Mortality",238
"Hartford County","09003","2000-2004","All","Fetal","Number","Fetal Mortality",277
"Hartford County","09003","2000-2004","All","Fetal","Rate","Fetal Mortality",5.3
"Hartford County","09003","2000-2004","All","Infant","Number","Fetal Mortality",368
"Hartford County","09003","2000-2004","All","Infant","Rate","Fetal Mortality",7
"Hartford County","09003","2000-2004","All","Neonatal","Number","Fetal Mortality",285
"Hartford County","09003","2000-2004","All","Neonatal","Rate","Fetal Mortality",5.4
"Hartford County","09003","2000-2004","All","Postneonatal","Number","Fetal Mortality",83
"Hartford County","09003","2000-2004","All","Postneonatal","Rate","Fetal Mortality",1.6
"Hartford County","09003","2000-2004","Black or African American","Fetal","Number","Fetal Mortality",79
"Hartford County","09003","2000-2004","Black or African American","Infant","Number","Fetal Mortality",130
"Hartford County","09003","2000-2004","Hispanic or Latino","Fetal","Number","Fetal Mortality",70
"Hartford County","09003","2000-2004","Hispanic or Latino","Infant","Number","Fetal Mortality",83
"Hartford County","09003","2000-2004","Other","Fetal","Number","Fetal Mortality",8
"Hartford County","09003","2000-2004","Other","Infant","Number","Fetal Mortality",11
"Hartford County","09003","2000-2004","White","Fetal","Number","Fetal Mortality",188
"Hartford County","09003","2000-2004","White","Infant","Number","Fetal Mortality",223
"Hartford County","09003","2001-2005","All","Fetal","Number","Fetal Mortality",285
"Hartford County","09003","2001-2005","All","Fetal","Rate","Fetal Mortality",5.4
"Hartford County","09003","2001-2005","All","Infant","Number","Fetal Mortality",346
"Hartford County","09003","2001-2005","All","Infant","Rate","Fetal Mortality",6.6
"Hartford County","09003","2001-2005","All","Neonatal","Number","Fetal Mortality",261
"Hartford County","09003","2001-2005","All","Neonatal","Rate","Fetal Mortality",5
"Hartford County","09003","2001-2005","All","Postneonatal","Number","Fetal Mortality",85
"Hartford County","09003","2001-2005","All","Postneonatal","Rate","Fetal Mortality",1.6
"Hartford County","09003","2001-2005","Black or African American","Fetal","Number","Fetal Mortality",82
"Hartford County","09003","2001-2005","Black or African American","Infant","Number","Fetal Mortality",122
"Hartford County","09003","2001-2005","Hispanic or Latino","Fetal","Number","Fetal Mortality",73
"Hartford County","09003","2001-2005","Hispanic or Latino","Infant","Number","Fetal Mortality",80
"Hartford County","09003","2001-2005","Other","Fetal","Number","Fetal Mortality",8
"Hartford County","09003","2001-2005","Other","Infant","Number","Fetal Mortality",10
"Hartford County","09003","2001-2005","White","Fetal","Number","Fetal Mortality",194
"Hartford County","09003","2001-2005","White","Infant","Number","Fetal Mortality",196
"Hartford County","09003","2002-2006","All","Fetal","Number","Fetal Mortality",272
"Hartford County","09003","2002-2006","All","Fetal","Rate","Fetal Mortality",5.2
"Hartford County","09003","2002-2006","All","Infant","Number","Fetal Mortality",350
"Hartford County","09003","2002-2006","All","Infant","Rate","Fetal Mortality",6.7
"Hartford County","09003","2002-2006","All","Neonatal","Number","Fetal Mortality",271
"Hartford County","09003","2002-2006","All","Neonatal","Rate","Fetal Mortality",5.2
"Hartford County","09003","2002-2006","All","Postneonatal","Number","Fetal Mortality",79
"Hartford County","09003","2002-2006","All","Postneonatal","Rate","Fetal Mortality",1.5
"Hartford County","09003","2002-2006","Black or African American","Fetal","Number","Fetal Mortality",84
"Hartford County","09003","2002-2006","Black or African American","Infant","Number","Fetal Mortality",119
"Hartford County","09003","2002-2006","Hispanic or Latino","Fetal","Number","Fetal Mortality",68
"Hartford County","09003","2002-2006","Hispanic or Latino","Infant","Number","Fetal Mortality",84
"Hartford County","09003","2002-2006","Other","Fetal","Number","Fetal Mortality",6
"Hartford County","09003","2002-2006","Other","Infant","Number","Fetal Mortality",12
"Hartford County","09003","2002-2006","White","Fetal","Number","Fetal Mortality",181
"Hartford County","09003","2002-2006","White","Infant","Number","Fetal Mortality",194
"Hartford County","09003","2003-2007","All","Fetal","Number","Fetal Mortality",268
"Hartford County","09003","2003-2007","All","Fetal","Rate","Fetal Mortality",5.1
"Hartford County","09003","2003-2007","All","Infant","Number","Fetal Mortality",370
"Hartford County","09003","2003-2007","All","Infant","Rate","Fetal Mortality",7
"Hartford County","09003","2003-2007","All","Neonatal","Number","Fetal Mortality",295
"Hartford County","09003","2003-2007","All","Neonatal","Rate","Fetal Mortality",5.6
"Hartford County","09003","2003-2007","All","Postneonatal","Number","Fetal Mortality",75
"Hartford County","09003","2003-2007","All","Postneonatal","Rate","Fetal Mortality",1.4
"Hartford County","09003","2003-2007","Black or African American","Fetal","Number","Fetal Mortality",87
"Hartford County","09003","2003-2007","Black or African American","Infant","Number","Fetal Mortality",124
"Hartford County","09003","2003-2007","Hispanic or Latino","Fetal","Number","Fetal Mortality",68
"Hartford County","09003","2003-2007","Hispanic or Latino","Infant","Number","Fetal Mortality",88
"Hartford County","09003","2003-2007","Other","Fetal","Number","Fetal Mortality",-9999
"Hartford County","09003","2003-2007","Other","Infant","Number","Fetal Mortality",13
"Hartford County","09003","2003-2007","White","Fetal","Number","Fetal Mortality",176
"Hartford County","09003","2003-2007","White","Infant","Number","Fetal Mortality",205
"Hartford County","09003","2004-2008","All","Fetal","Number","Fetal Mortality",269
"Hartford County","09003","2004-2008","All","Fetal","Rate","Fetal Mortality",5.2
"Hartford County","09003","2004-2008","All","Infant","Number","Fetal Mortality",370
"Hartford County","09003","2004-2008","All","Infant","Rate","Fetal Mortality",7.1
"Hartford County","09003","2004-2008","All","Neonatal","Number","Fetal Mortality",295
"Hartford County","09003","2004-2008","All","Neonatal","Rate","Fetal Mortality",5.7
"Hartford County","09003","2004-2008","All","Postneonatal","Number","Fetal Mortality",75
"Hartford County","09003","2004-2008","All","Postneonatal","Rate","Fetal Mortality",1.4
"Hartford County","09003","2004-2008","Black or African American","Fetal","Number","Fetal Mortality",92
"Hartford County","09003","2004-2008","Black or African American","Infant","Number","Fetal Mortality",128
"Hartford County","09003","2004-2008","Hispanic or Latino","Fetal","Number","Fetal Mortality",61
"Hartford County","09003","2004-2008","Hispanic or Latino","Infant","Number","Fetal Mortality",98
"Hartford County","09003","2004-2008","Other","Fetal","Number","Fetal Mortality",7
"Hartford County","09003","2004-2008","Other","Infant","Number","Fetal Mortality",15
"Hartford County","09003","2004-2008","White","Fetal","Number","Fetal Mortality",170
"Hartford County","09003","2004-2008","White","Infant","Number","Fetal Mortality",199
"Hartford County","09003","2005-2009","All","Fetal","Number","Fetal Mortality",260
"Hartford County","09003","2005-2009","All","Fetal","Rate","Fetal Mortality",5
"Hartford County","09003","2005-2009","All","Infant","Number","Fetal Mortality",362
"Hartford County","09003","2005-2009","All","Infant","Rate","Fetal Mortality",7
"Hartford County","09003","2005-2009","All","Neonatal","Number","Fetal Mortality",292
"Hartford County","09003","2005-2009","All","Neonatal","Rate","Fetal Mortality",5.7
"Hartford County","09003","2005-2009","All","Postneonatal","Number","Fetal Mortality",70
"Hartford County","09003","2005-2009","All","Postneonatal","Rate","Fetal Mortality",1.4
"Hartford County","09003","2005-2009","Black or African American","Fetal","Number","Fetal Mortality",88
"Hartford County","09003","2005-2009","Black or African American","Infant","Number","Fetal Mortality",125
"Hartford County","09003","2005-2009","Hispanic or Latino","Fetal","Number","Fetal Mortality",58
"Hartford County","09003","2005-2009","Hispanic or Latino","Infant","Number","Fetal Mortality",97
"Hartford County","09003","2005-2009","Other","Fetal","Number","Fetal Mortality",8
"Hartford County","09003","2005-2009","Other","Infant","Number","Fetal Mortality",12
"Hartford County","09003","2005-2009","White","Fetal","Number","Fetal Mortality",164
"Hartford County","09003","2005-2009","White","Infant","Number","Fetal Mortality",197
"Hartford County","09003","2006-2010","All","Fetal","Number","Fetal Mortality",240
"Hartford County","09003","2006-2010","All","Fetal","Rate","Fetal Mortality",4.7
"Hartford County","09003","2006-2010","All","Infant","Number","Fetal Mortality",345
"Hartford County","09003","2006-2010","All","Infant","Rate","Fetal Mortality",6.8
"Hartford County","09003","2006-2010","All","Neonatal","Number","Fetal Mortality",274
"Hartford County","09003","2006-2010","All","Neonatal","Rate","Fetal Mortality",5.4
"Hartford County","09003","2006-2010","All","Postneonatal","Number","Fetal Mortality",71
"Hartford County","09003","2006-2010","All","Postneonatal","Rate","Fetal Mortality",1.4
"Hartford County","09003","2006-2010","Black or African American","Fetal","Number","Fetal Mortality",81
"Hartford County","09003","2006-2010","Black or African American","Infant","Number","Fetal Mortality",122
"Hartford County","09003","2006-2010","Hispanic or Latino","Fetal","Number","Fetal Mortality",52
"Hartford County","09003","2006-2010","Hispanic or Latino","Infant","Number","Fetal Mortality",98
"Hartford County","09003","2006-2010","Other","Fetal","Number","Fetal Mortality",10
"Hartford County","09003","2006-2010","Other","Infant","Number","Fetal Mortality",11
"Hartford County","09003","2006-2010","White","Fetal","Number","Fetal Mortality",147
"Hartford County","09003","2006-2010","White","Infant","Number","Fetal Mortality",197
"Hartford County","09003","2007-2011","All","Fetal","Number","Fetal Mortality",240
"Hartford County","09003","2007-2011","All","Fetal","Rate","Fetal Mortality",4.8
"Hartford County","09003","2007-2011","All","Infant","Number","Fetal Mortality",337
"Hartford County","09003","2007-2011","All","Infant","Rate","Fetal Mortality",6.7
"Hartford County","09003","2007-2011","All","Neonatal","Number","Fetal Mortality",261
"Hartford County","09003","2007-2011","All","Neonatal","Rate","Fetal Mortality",5.2
"Hartford County","09003","2007-2011","All","Postneonatal","Number","Fetal Mortality",76
"Hartford County","09003","2007-2011","All","Postneonatal","Rate","Fetal Mortality",1.5
"Hartford County","09003","2007-2011","Black or African American","Fetal","Number","Fetal Mortality",75
"Hartford County","09003","2007-2011","Black or African American","Infant","Number","Fetal Mortality",114
"Hartford County","09003","2007-2011","Hispanic or Latino","Fetal","Number","Fetal Mortality",57
"Hartford County","09003","2007-2011","Hispanic or Latino","Infant","Number","Fetal Mortality",96
"Hartford County","09003","2007-2011","Other","Fetal","Number","Fetal Mortality",10
"Hartford County","09003","2007-2011","Other","Infant","Number","Fetal Mortality",12
"Hartford County","09003","2007-2011","White","Fetal","Number","Fetal Mortality",153
"Hartford County","09003","2007-2011","White","Infant","Number","Fetal Mortality",199
"Hartford County","09003","2008-2012","All","Fetal","Number","Fetal Mortality",242
"Hartford County","09003","2008-2012","All","Fetal","Rate","Fetal Mortality",4.9
"Hartford County","09003","2008-2012","All","Infant","Number","Fetal Mortality",311
"Hartford County","09003","2008-2012","All","Infant","Rate","Fetal Mortality",6.3
"Hartford County","09003","2008-2012","All","Neonatal","Number","Fetal Mortality",232
"Hartford County","09003","2008-2012","All","Neonatal","Rate","Fetal Mortality",4.7
"Hartford County","09003","2008-2012","All","Postneonatal","Number","Fetal Mortality",79
"Hartford County","09003","2008-2012","All","Postneonatal","Rate","Fetal Mortality",1.6
"Hartford County","09003","2008-2012","Black or African American","Fetal","Number","Fetal Mortality",75
"Hartford County","09003","2008-2012","Black or African American","Infant","Number","Fetal Mortality",111
"Hartford County","09003","2008-2012","Hispanic or Latino","Fetal","Number","Fetal Mortality",62
"Hartford County","09003","2008-2012","Hispanic or Latino","Infant","Number","Fetal Mortality",96
"Hartford County","09003","2008-2012","Other","Fetal","Number","Fetal Mortality",10
"Hartford County","09003","2008-2012","Other","Infant","Number","Fetal Mortality",11
"Hartford County","09003","2008-2012","White","Fetal","Number","Fetal Mortality",155
"Hartford County","09003","2008-2012","White","Infant","Number","Fetal Mortality",180
"Hartford County","09003","2009-2013","All","Fetal","Number","Fetal Mortality",224
"Hartford County","09003","2009-2013","All","Fetal","Rate","Fetal Mortality",4.7
"Hartford County","09003","2009-2013","All","Infant","Number","Fetal Mortality",292
"Hartford County","09003","2009-2013","All","Infant","Rate","Fetal Mortality",6.1
"Hartford County","09003","2009-2013","All","Neonatal","Number","Fetal Mortality",212
"Hartford County","09003","2009-2013","All","Neonatal","Rate","Fetal Mortality",4.4
"Hartford County","09003","2009-2013","All","Postneonatal","Number","Fetal Mortality",80
"Hartford County","09003","2009-2013","All","Postneonatal","Rate","Fetal Mortality",1.7
"Hartford County","09003","2009-2013","Black or African American","Fetal","Number","Fetal Mortality",65
"Hartford County","09003","2009-2013","Black or African American","Infant","Number","Fetal Mortality",96
"Hartford County","09003","2009-2013","Hispanic or Latino","Fetal","Number","Fetal Mortality",57
"Hartford County","09003","2009-2013","Hispanic or Latino","Infant","Number","Fetal Mortality",86
"Hartford County","09003","2009-2013","Other","Fetal","Number","Fetal Mortality",12
"Hartford County","09003","2009-2013","Other","Infant","Number","Fetal Mortality",10
"Hartford County","09003","2009-2013","White","Fetal","Number","Fetal Mortality",145
"Hartford County","09003","2009-2013","White","Infant","Number","Fetal Mortality",177
"Hartford County","09003","2010-2014","All","Fetal","Number","Fetal Mortality",233
"Hartford County","09003","2010-2014","All","Fetal","Rate","Fetal Mortality",4.9
"Hartford County","09003","2010-2014","All","Infant","Number","Fetal Mortality",289
"Hartford County","09003","2010-2014","All","Infant","Rate","Fetal Mortality",6.1
"Hartford County","09003","2010-2014","All","Neonatal","Number","Fetal Mortality",204
"Hartford County","09003","2010-2014","All","Neonatal","Rate","Fetal Mortality",4.3
"Hartford County","09003","2010-2014","All","Postneonatal","Number","Fetal Mortality",85
"Hartford County","09003","2010-2014","All","Postneonatal","Rate","Fetal Mortality",1.8
"Hartford County","09003","2010-2014","Black or African American","Fetal","Number","Fetal Mortality",69
"Hartford County","09003","2010-2014","Black or African American","Infant","Number","Fetal Mortality",94
"Hartford County","09003","2010-2014","Hispanic or Latino","Fetal","Number","Fetal Mortality",59
"Hartford County","09003","2010-2014","Hispanic or Latino","Infant","Number","Fetal Mortality",96
"Hartford County","09003","2010-2014","Other","Fetal","Number","Fetal Mortality",16
"Hartford County","09003","2010-2014","Other","Infant","Number","Fetal Mortality",12
"Hartford County","09003","2010-2014","White","Fetal","Number","Fetal Mortality",145
"Hartford County","09003","2010-2014","White","Infant","Number","Fetal Mortality",175
"Litchfield County","09005","1999-2003","All","Fetal","Number","Fetal Mortality",44
"Litchfield County","09005","1999-2003","All","Fetal","Rate","Fetal Mortality",4.5
"Litchfield County","09005","1999-2003","All","Infant","Number","Fetal Mortality",46
"Litchfield County","09005","1999-2003","All","Infant","Rate","Fetal Mortality",4.7
"Litchfield County","09005","1999-2003","All","Neonatal","Number","Fetal Mortality",33
"Litchfield County","09005","1999-2003","All","Neonatal","Rate","Fetal Mortality",3.4
"Litchfield County","09005","1999-2003","All","Postneonatal","Number","Fetal Mortality",13
"Litchfield County","09005","1999-2003","All","Postneonatal","Rate","Fetal Mortality",1.3
"Litchfield County","09005","1999-2003","Black or African American","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","1999-2003","Black or African American","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","1999-2003","Hispanic or Latino","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","1999-2003","Hispanic or Latino","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","1999-2003","Other","Fetal","Number","Fetal Mortality",6
"Litchfield County","09005","1999-2003","Other","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","1999-2003","White","Fetal","Number","Fetal Mortality",36
"Litchfield County","09005","1999-2003","White","Infant","Number","Fetal Mortality",42
"Litchfield County","09005","2000-2004","All","Fetal","Number","Fetal Mortality",43
"Litchfield County","09005","2000-2004","All","Fetal","Rate","Fetal Mortality",4.4
"Litchfield County","09005","2000-2004","All","Infant","Number","Fetal Mortality",41
"Litchfield County","09005","2000-2004","All","Infant","Rate","Fetal Mortality",4.2
"Litchfield County","09005","2000-2004","All","Neonatal","Number","Fetal Mortality",28
"Litchfield County","09005","2000-2004","All","Neonatal","Rate","Fetal Mortality",2.9
"Litchfield County","09005","2000-2004","All","Postneonatal","Number","Fetal Mortality",13
"Litchfield County","09005","2000-2004","All","Postneonatal","Rate","Fetal Mortality",1.3
"Litchfield County","09005","2000-2004","Black or African American","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2000-2004","Black or African American","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2000-2004","Hispanic or Latino","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2000-2004","Hispanic or Latino","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2000-2004","Other","Fetal","Number","Fetal Mortality",6
"Litchfield County","09005","2000-2004","Other","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2000-2004","White","Fetal","Number","Fetal Mortality",35
"Litchfield County","09005","2000-2004","White","Infant","Number","Fetal Mortality",37
"Litchfield County","09005","2001-2005","All","Fetal","Number","Fetal Mortality",45
"Litchfield County","09005","2001-2005","All","Fetal","Rate","Fetal Mortality",4.7
"Litchfield County","09005","2001-2005","All","Infant","Number","Fetal Mortality",42
"Litchfield County","09005","2001-2005","All","Infant","Rate","Fetal Mortality",4.4
"Litchfield County","09005","2001-2005","All","Neonatal","Number","Fetal Mortality",30
"Litchfield County","09005","2001-2005","All","Neonatal","Rate","Fetal Mortality",3.1
"Litchfield County","09005","2001-2005","All","Postneonatal","Number","Fetal Mortality",12
"Litchfield County","09005","2001-2005","All","Postneonatal","Rate","Fetal Mortality",1.3
"Litchfield County","09005","2001-2005","Black or African American","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2001-2005","Black or African American","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2001-2005","Hispanic or Latino","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2001-2005","Hispanic or Latino","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2001-2005","Other","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2001-2005","Other","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2001-2005","White","Fetal","Number","Fetal Mortality",38
"Litchfield County","09005","2001-2005","White","Infant","Number","Fetal Mortality",37
"Litchfield County","09005","2002-2006","All","Fetal","Number","Fetal Mortality",46
"Litchfield County","09005","2002-2006","All","Fetal","Rate","Fetal Mortality",4.9
"Litchfield County","09005","2002-2006","All","Infant","Number","Fetal Mortality",36
"Litchfield County","09005","2002-2006","All","Infant","Rate","Fetal Mortality",3.8
"Litchfield County","09005","2002-2006","All","Neonatal","Number","Fetal Mortality",24
"Litchfield County","09005","2002-2006","All","Neonatal","Rate","Fetal Mortality",2.5
"Litchfield County","09005","2002-2006","All","Postneonatal","Number","Fetal Mortality",12
"Litchfield County","09005","2002-2006","All","Postneonatal","Rate","Fetal Mortality",1.3
"Litchfield County","09005","2002-2006","Black or African American","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2002-2006","Black or African American","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2002-2006","Hispanic or Latino","Fetal","Number","Fetal Mortality",9
"Litchfield County","09005","2002-2006","Hispanic or Latino","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2002-2006","Other","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2002-2006","Other","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2002-2006","White","Fetal","Number","Fetal Mortality",37
"Litchfield County","09005","2002-2006","White","Infant","Number","Fetal Mortality",32
"Litchfield County","09005","2003-2007","All","Fetal","Number","Fetal Mortality",53
"Litchfield County","09005","2003-2007","All","Fetal","Rate","Fetal Mortality",5.7
"Litchfield County","09005","2003-2007","All","Infant","Number","Fetal Mortality",33
"Litchfield County","09005","2003-2007","All","Infant","Rate","Fetal Mortality",3.5
"Litchfield County","09005","2003-2007","All","Neonatal","Number","Fetal Mortality",24
"Litchfield County","09005","2003-2007","All","Neonatal","Rate","Fetal Mortality",2.6
"Litchfield County","09005","2003-2007","All","Postneonatal","Number","Fetal Mortality",9
"Litchfield County","09005","2003-2007","All","Postneonatal","Rate","Fetal Mortality",1
"Litchfield County","09005","2003-2007","Black or African American","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2003-2007","Black or African American","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2003-2007","Hispanic or Latino","Fetal","Number","Fetal Mortality",11
"Litchfield County","09005","2003-2007","Hispanic or Latino","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2003-2007","Other","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2003-2007","Other","Infant","Number","Fetal Mortality",0
"Litchfield County","09005","2003-2007","White","Fetal","Number","Fetal Mortality",47
"Litchfield County","09005","2003-2007","White","Infant","Number","Fetal Mortality",30
"Litchfield County","09005","2004-2008","All","Fetal","Number","Fetal Mortality",56
"Litchfield County","09005","2004-2008","All","Fetal","Rate","Fetal Mortality",6.1
"Litchfield County","09005","2004-2008","All","Infant","Number","Fetal Mortality",40
"Litchfield County","09005","2004-2008","All","Infant","Rate","Fetal Mortality",4.4
"Litchfield County","09005","2004-2008","All","Neonatal","Number","Fetal Mortality",30
"Litchfield County","09005","2004-2008","All","Neonatal","Rate","Fetal Mortality",3.3
"Litchfield County","09005","2004-2008","All","Postneonatal","Number","Fetal Mortality",10
"Litchfield County","09005","2004-2008","All","Postneonatal","Rate","Fetal Mortality",1.1
"Litchfield County","09005","2004-2008","Black or African American","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2004-2008","Black or African American","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2004-2008","Hispanic or Latino","Fetal","Number","Fetal Mortality",12
"Litchfield County","09005","2004-2008","Hispanic or Latino","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2004-2008","Other","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2004-2008","Other","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2004-2008","White","Fetal","Number","Fetal Mortality",52
"Litchfield County","09005","2004-2008","White","Infant","Number","Fetal Mortality",36
"Litchfield County","09005","2005-2009","All","Fetal","Number","Fetal Mortality",56
"Litchfield County","09005","2005-2009","All","Fetal","Rate","Fetal Mortality",6.4
"Litchfield County","09005","2005-2009","All","Infant","Number","Fetal Mortality",38
"Litchfield County","09005","2005-2009","All","Infant","Rate","Fetal Mortality",4.3
"Litchfield County","09005","2005-2009","All","Neonatal","Number","Fetal Mortality",31
"Litchfield County","09005","2005-2009","All","Neonatal","Rate","Fetal Mortality",3.5
"Litchfield County","09005","2005-2009","All","Postneonatal","Number","Fetal Mortality",7
"Litchfield County","09005","2005-2009","All","Postneonatal","Rate","Fetal Mortality",0.8
"Litchfield County","09005","2005-2009","Black or African American","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2005-2009","Black or African American","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2005-2009","Hispanic or Latino","Fetal","Number","Fetal Mortality",12
"Litchfield County","09005","2005-2009","Hispanic or Latino","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2005-2009","Other","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2005-2009","Other","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2005-2009","White","Fetal","Number","Fetal Mortality",51
"Litchfield County","09005","2005-2009","White","Infant","Number","Fetal Mortality",34
"Litchfield County","09005","2006-2010","All","Fetal","Number","Fetal Mortality",55
"Litchfield County","09005","2006-2010","All","Fetal","Rate","Fetal Mortality",6.5
"Litchfield County","09005","2006-2010","All","Infant","Number","Fetal Mortality",35
"Litchfield County","09005","2006-2010","All","Infant","Rate","Fetal Mortality",4.1
"Litchfield County","09005","2006-2010","All","Neonatal","Number","Fetal Mortality",30
"Litchfield County","09005","2006-2010","All","Neonatal","Rate","Fetal Mortality",3.5
"Litchfield County","09005","2006-2010","All","Postneonatal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2006-2010","All","Postneonatal","Rate","Fetal Mortality",-9999
"Litchfield County","09005","2006-2010","Black or African American","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2006-2010","Black or African American","Infant","Number","Fetal Mortality",0
"Litchfield County","09005","2006-2010","Hispanic or Latino","Fetal","Number","Fetal Mortality",10
"Litchfield County","09005","2006-2010","Hispanic or Latino","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2006-2010","Other","Fetal","Number","Fetal Mortality",-9999
"Litchfield County","09005","2006-2010","Other","Infant","Number","Fetal Mortality",-9999
"Litchfield County","09005","2006-2010","White","Fetal","Number","Fetal Mortality",50
